source_dataset,source_split,sample_id,label_source,text,audio_path,image_path,depression,anxiety,stress,sleep_disorder,burnout,loneliness,substance_abuse
RAVDESS,full,ravdess-03-01-06-02-02-02-06,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-06-02-02-02-06.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia537-utt3,meld_emotion_sentiment_keyword_proxy,"Oh come on man, you can dance with my partner, she’s real, uh, mellow!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia699-utt1,meld_emotion_sentiment_keyword_proxy,I won! That was my quarter!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia478-utt10,meld_emotion_sentiment_keyword_proxy,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia123-utt1,meld_emotion_sentiment_keyword_proxy,"That only is not funny, it's physically impossible!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-07-02-02-02-02,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-07-02-02-02-02.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia747-utt14,meld_emotion_sentiment_keyword_proxy,It-it—The point is my natural charisma has made him fail his midterm.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia769-utt2,meld_emotion_sentiment_keyword_proxy,Rachel?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia239-utt0,meld_emotion_sentiment_keyword_proxy,Someone in there?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia676-utt9,meld_emotion_sentiment_keyword_proxy,You have no idea what a nightmare this has been. This is so hard.,,,0.88,0.4,0.48,0.95,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-02-01-10,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 10,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_10\03-01-06-01-02-01-10.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,dev,meld-dev-dia16-utt1,meld_emotion_sentiment_keyword_proxy,we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there. So,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-01-02-05,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 05,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_05\03-01-06-01-01-02-05.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia498-utt3,meld_emotion_sentiment_keyword_proxy,Chandler!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,dev,meld-dev-dia113-utt3,meld_emotion_sentiment_keyword_proxy,"Just let me finish, okay?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia431-utt9,meld_emotion_sentiment_keyword_proxy,That sucks!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia295-utt16,meld_emotion_sentiment_keyword_proxy,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia82-utt5,meld_emotion_sentiment_keyword_proxy,knock over the sandwich right when I was reaching for one!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia615-utt8,meld_emotion_sentiment_keyword_proxy,Big deal!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1005-utt8,meld_emotion_sentiment_keyword_proxy,That—this milk is mine.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia320-utt16,meld_emotion_sentiment_keyword_proxy,Including me?,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia400-utt1,meld_emotion_sentiment_keyword_proxy,"Oh, but he was my pig man...how did I not see this?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-02-01-18,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 18,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_18\03-01-06-01-02-01-18.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia423-utt7,meld_emotion_sentiment_keyword_proxy,"I'm only 26, I'm not even thinking about babies yet.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia588-utt0,meld_emotion_sentiment_keyword_proxy,I can’t believe I did this! What an idiot!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia312-utt12,meld_emotion_sentiment_keyword_proxy,"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-06-01-02-02-06,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-06-01-02-02-06.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia745-utt11,meld_emotion_sentiment_keyword_proxy,"Yes, it was! It was him! Uh huh!  Okay, it was me!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia351-utt7,meld_emotion_sentiment_keyword_proxy,What?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia138-utt3,meld_emotion_sentiment_keyword_proxy,"Okay, you go!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia138-utt11,meld_emotion_sentiment_keyword_proxy,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia271-utt3,meld_emotion_sentiment_keyword_proxy,I'm trppd... in an ATM vstbl... wth,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,dev,meld-dev-dia51-utt2,meld_emotion_sentiment_keyword_proxy,"Okay, I know it sounds crazy, but I think it might work. Y’know? The only problem is, Carl’s acting is",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-04-01-01-02-14,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 02 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-04-01-01-02-14.wav,,0.8,0.28,0.34,0.52,0.34,0.7,0.08
RAVDESS,full,ravdess-02-01-06-02-02-01-01,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-02-02-01-01.jpg,0.32,0.97,0.85,0.6,0.27,0.12,0.66
RAVDESS,full,ravdess-03-01-05-01-02-02-11,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 02 actor 11,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_11\03-01-05-01-02-02-11.wav,,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,train,meld-train-dia374-utt4,meld_emotion_sentiment_keyword_proxy,No!! You have been screwing us all day!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia274-utt1,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia168-utt15,meld_emotion_sentiment_keyword_proxy,The Hardy boys?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1012-utt5,meld_emotion_sentiment_keyword_proxy,Shh!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia278-utt4,meld_emotion_sentiment_keyword_proxy,"All right, okay, well, apparently not!",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia157-utt1,meld_emotion_sentiment_keyword_proxy,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia456-utt3,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia963-utt9,meld_emotion_sentiment_keyword_proxy,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,,,0.3,0.38,0.66,0.63,0.49,0.17,0.33
MELD,train,meld-train-dia843-utt6,meld_emotion_sentiment_keyword_proxy,My God! What did you order?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia792-utt20,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia753-utt0,meld_emotion_sentiment_keyword_proxy,"Guess who's here. It's the toughest guy in toy land, Ben.  'A real American hero. I'm",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-01-01-06-01-02-01-03,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-06-01-02-01-03.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia184-utt18,meld_emotion_sentiment_keyword_proxy,Yeah...,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia923-utt10,meld_emotion_sentiment_keyword_proxy,When?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia198-utt0,meld_emotion_sentiment_keyword_proxy,Good!,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,test,meld-test-dia17-utt27,meld_emotion_sentiment_keyword_proxy,Like me tiny doctor!’,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia108-utt8,meld_emotion_sentiment_keyword_proxy,"Oh, I was kinda hoping that was it.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-01-01-06-01-01-01-03,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-06-01-01-01-03.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia992-utt6,meld_emotion_sentiment_keyword_proxy,"I dunno, there's just something about...",,,0.16,0.12,0.12,0.1,0.1,0.1,0.4
MELD,train,meld-train-dia64-utt11,meld_emotion_sentiment_keyword_proxy,Does calling it not mean anything anymore?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia92-utt3,meld_emotion_sentiment_keyword_proxy,Ohh!!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-07-01-02-01-10,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 10,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_10\03-01-07-01-02-01-10.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,dev,meld-dev-dia70-utt3,meld_emotion_sentiment_keyword_proxy,He's open!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia823-utt5,meld_emotion_sentiment_keyword_proxy,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.68
MELD,test,meld-test-dia145-utt4,meld_emotion_sentiment_keyword_proxy,It is a crime that you and I don't spend more time together.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia594-utt7,meld_emotion_sentiment_keyword_proxy,This poor guy’s been in a coma for five years. It’s hopeless.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia211-utt11,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia260-utt6,meld_emotion_sentiment_keyword_proxy,"Aww Pheebs, that sucks!",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia293-utt2,meld_emotion_sentiment_keyword_proxy,What am I going to do?,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia955-utt1,meld_emotion_sentiment_keyword_proxy,"Yeah, but he waited until the last minute!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia351-utt9,meld_emotion_sentiment_keyword_proxy,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia907-utt12,meld_emotion_sentiment_keyword_proxy,I-I'm sorry! Sorry.,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
RAVDESS,full,ravdess-03-01-04-02-02-01-14,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 01 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-04-02-02-01-14.wav,,0.8,0.33,0.39,0.64,0.39,0.7,0.34
MELD,test,meld-test-dia205-utt3,meld_emotion_sentiment_keyword_proxy,Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,test,meld-test-dia185-utt4,meld_emotion_sentiment_keyword_proxy,Really?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia41-utt5,meld_emotion_sentiment_keyword_proxy,Since then?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia17-utt0,meld_emotion_sentiment_keyword_proxy,"Okay, see that blind guy right there? I'm gonna bash his head in later.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-02-01-02-01-21,ravdess_emotion_intensity_proxy,RAVDESS calm speech clip statement 02 repetition 01 actor 21,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_21\03-01-02-01-02-01-21.wav,,0.08,0.06,0.06,0.06,0.06,0.06,0.04
MELD,train,meld-train-dia918-utt10,meld_emotion_sentiment_keyword_proxy,Chandler is a great name!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia901-utt4,meld_emotion_sentiment_keyword_proxy,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.9
MELD,test,meld-test-dia112-utt2,meld_emotion_sentiment_keyword_proxy,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,test,meld-test-dia116-utt4,meld_emotion_sentiment_keyword_proxy,Maybe you should.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia210-utt5,meld_emotion_sentiment_keyword_proxy,"Because Vincent, we were lovers.  For two years!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia629-utt1,meld_emotion_sentiment_keyword_proxy,"Carol, we've been through this before, ok?",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia794-utt4,meld_emotion_sentiment_keyword_proxy,She’s-she’s just a friend and that’s all!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia52-utt1,meld_emotion_sentiment_keyword_proxy,"To tape the game? You do this every time Ross, you’re",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia388-utt7,meld_emotion_sentiment_keyword_proxy,I can’t live like this! What are we gonna do? What are we gonna do?,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia88-utt0,meld_emotion_sentiment_keyword_proxy,You know what? You are right. I,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia681-utt4,meld_emotion_sentiment_keyword_proxy,During a blackout? He'd get trampled!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia126-utt5,meld_emotion_sentiment_keyword_proxy,Stop it! I will kill you. I hate the fact that my room is so small.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia757-utt0,meld_emotion_sentiment_keyword_proxy,"So, are you really gonna go out with that nurse man?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,dev,meld-dev-dia49-utt6,meld_emotion_sentiment_keyword_proxy,"Hey, hey, ok, all right, that's it!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-06-02-02-02-03,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-02-02-02-03.jpg,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia240-utt4,meld_emotion_sentiment_keyword_proxy,"Alright, I'm gonna go pick up a few things for the trip.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,test,meld-test-dia203-utt0,meld_emotion_sentiment_keyword_proxy,I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia946-utt7,meld_emotion_sentiment_keyword_proxy,"He's coming. Be cool, be cool, be cool.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia300-utt14,meld_emotion_sentiment_keyword_proxy,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia104-utt11,meld_emotion_sentiment_keyword_proxy,No I didn't!,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia420-utt0,meld_emotion_sentiment_keyword_proxy,"Hey! You guys, I’m writing a holiday song for everyone. Do you want to hear it?",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RAVDESS,full,ravdess-03-01-07-01-02-01-08,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 08,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_08\03-01-07-01-02-01-08.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-06-01-01-02-13,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 13,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_13\03-01-06-01-01-02-13.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,dev,meld-dev-dia49-utt3,meld_emotion_sentiment_keyword_proxy,"Yeah? Well, there's a lot of things Carol never did before I came along.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-05-02-02-02-04,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 02 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-05-02-02-02-04.jpg,0.26,0.45,0.89,0.34,0.69,0.12,0.76
RAVDESS,full,ravdess-03-01-07-02-02-01-06,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-07-02-02-01-06.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,test,meld-test-dia128-utt4,meld_emotion_sentiment_keyword_proxy,What?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia659-utt9,meld_emotion_sentiment_keyword_proxy,"Oh, no no no. I'm fine. I'm fine.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia50-utt15,meld_emotion_sentiment_keyword_proxy,God!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia750-utt4,meld_emotion_sentiment_keyword_proxy,Not smoking.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.5
MELD,train,meld-train-dia273-utt9,meld_emotion_sentiment_keyword_proxy,"Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet.",,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia374-utt8,meld_emotion_sentiment_keyword_proxy,I mean we should get free stuff too!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia895-utt9,meld_emotion_sentiment_keyword_proxy,Hurry up.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-01-01-04-01-02-02-04,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 02 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-04-01-02-02-04.jpg,0.8,0.28,0.34,0.52,0.34,0.7,0.08
MELD,train,meld-train-dia497-utt1,meld_emotion_sentiment_keyword_proxy,"Yeah, well, you’re wrong! Okay, you’re wrong.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-02-02-04,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 04,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_04\03-01-06-01-02-02-04.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia239-utt11,meld_emotion_sentiment_keyword_proxy,Someone in here.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia822-utt1,meld_emotion_sentiment_keyword_proxy,"Okay, shoot.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-07-01-01-02-17,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 17,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_17\03-01-07-01-01-02-17.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia640-utt9,meld_emotion_sentiment_keyword_proxy,Oh. And Rachel has been really incredible in getting my morning bagel for me. It’s amazing how she gets it right almost,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,test,meld-test-dia108-utt8,meld_emotion_sentiment_keyword_proxy,Oh my God!,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia605-utt3,meld_emotion_sentiment_keyword_proxy,"Oh, thanks, sweetie.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia285-utt9,meld_emotion_sentiment_keyword_proxy,Dear Lord.,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-06-01-02-01-06,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-06-01-02-01-06.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia259-utt12,meld_emotion_sentiment_keyword_proxy,Now let it go!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
